job_id,title,company,location,required_skills,min_experience,education,salary_min,salary_max,description
J0663,Blockchain Engineer,Tesla,"Austin, TX","Solidity,Ethereum,Web3.js,Smart Contracts,DeFi,Node.js",3,Bachelor,173258,288451,"Push the boundaries of AI research, publish papers, develop novel architectures, and translate research into production systems."
J0160,Vue.js Frontend Engineer,Canva,Remote,"Vue,Vuex,JavaScript,TypeScript,HTML,CSS,Webpack",3,Bachelor,129640,196654,"Build responsive, accessible user interfaces with modern frameworks, collaborate with design teams, and optimize web performance."
J0678,Smart Contract Developer,Adobe,"San Jose, CA","Solidity,Hardhat,Foundry,EVM,Security,Auditing,TypeScript",3,Bachelor,176691,288542,"Develop and audit smart contracts, build decentralized applications, and contribute to protocol design and security."
J0637,UX Designer,Snowflake,"Nashville, TN","Figma,User Research,Prototyping,Design Systems,Wireframing,A11y",4,Bachelor,131903,176841,"Create intuitive user experiences, build design systems, conduct user research, and collaborate closely with engineering teams."
J0501,Cloud Architect,NVIDIA,"Santa Clara, CA","AWS,Azure,GCP,Terraform,Kubernetes,Networking,Security,Architecture",7,Bachelor,198310,315554,"Build and maintain CI/CD pipelines, manage cloud infrastructure, ensure system reliability, and automate operational tasks."
J0191,UI Engineer,GitLab,Remote,"JavaScript,React,CSS,HTML,Figma,Animation,Responsive",3,Bachelor,119049,204902,"Build responsive, accessible user interfaces with modern frameworks, collaborate with design teams, and optimize web performance."
J0693,Embedded Systems Engineer,Intel,"Santa Clara, CA","C,C++,RTOS,ARM,Linux,Hardware,Firmware",5,Bachelor,154311,224343,"Develop firmware and embedded software for hardware products, optimize for power and performance, and debug hardware-software interfaces."
J0057,Go Backend Engineer,Qualcomm,"Los Angeles, CA","Go,gRPC,PostgreSQL,Redis,Kubernetes,Docker",3,Bachelor,156561,241008,"Design and build scalable backend services, optimize APIs for performance and reliability, and contribute to system architecture decisions."
J0422,Senior Data Engineer,Snap,"Los Angeles, CA","Python,Spark,Airflow,Kafka,AWS,Terraform,dbt,Data Modeling",5,Bachelor,194142,292764,"Build and maintain CI/CD pipelines, manage cloud infrastructure, ensure system reliability, and automate operational tasks."
J0520,Platform Engineer,Canva,Remote,"Kubernetes,Docker,Terraform,AWS,Go,CI/CD,Service Mesh",3,Bachelor,162383,258457,"Build and maintain CI/CD pipelines, manage cloud infrastructure, ensure system reliability, and automate operational tasks."
J0379,AI Research Scientist,Datadog,"New York, NY","Python,PyTorch,Math,Statistics,Research,NLP,Reinforcement Learning",5,PhD,207481,381466,"Push the boundaries of AI research, publish papers, develop novel architectures, and translate research into production systems."
J0156,React Developer,Shopify,Remote,"React,JavaScript,TypeScript,HTML,CSS,Redux",3,Bachelor,132996,189293,"Build responsive, accessible user interfaces with modern frameworks, collaborate with design teams, and optimize web performance."
J0319,Senior Data Scientist,Databricks,"San Francisco, CA","Python,Pandas,TensorFlow,PyTorch,SQL,Statistics,MLOps,Experiment Design",5,Master,179176,301477,"Analyze large datasets to derive actionable insights, build dashboards and reports, and collaborate with product teams on data-driven decisions."
J0456,Recommendation Systems Engineer,Scale AI,"San Francisco, CA","Python,PyTorch,Collaborative Filtering,A/B Testing,SQL,Spark",5,Master,181721,286985,"Design and implement machine learning models, build training pipelines, deploy models to production, and improve model performance iteratively."
J0278,React Native Developer,Red Hat,"Raleigh, NC","React Native,TypeScript,Redux,REST,Firebase,Mobile",3,Bachelor,119508,191255,"Build responsive, accessible user interfaces with modern frameworks, collaborate with design teams, and optimize web performance."
J0411,Data Engineer,Figma,"San Francisco, CA","Python,SQL,Spark,Airflow,AWS,Kafka,ETL,Data Modeling",4,Bachelor,155708,241844,"Build and maintain CI/CD pipelines, manage cloud infrastructure, ensure system reliability, and automate operational tasks."
J0690,Embedded Systems Engineer,Lyft,"Miami, FL","C,C++,RTOS,ARM,Linux,Hardware,Firmware",3,Bachelor,138959,234200,"Develop firmware and embedded software for hardware products, optimize for power and performance, and debug hardware-software interfaces."
J0221,Senior Full Stack Developer,Scale AI,"Raleigh, NC","React,Python,Django,PostgreSQL,Redis,AWS,Docker,Kubernetes",6,Bachelor,186954,269005,"Work across the stack to deliver features end-to-end, from database design to pixel-perfect UIs, in a fast-paced agile environment."
J0711,Robotics Software Engineer,Ripple,"San Francisco, CA","C++,Python,ROS,Computer Vision,SLAM,Linux,Control Systems",4,Master,171757,252304,"Develop firmware and embedded software for hardware products, optimize for power and performance, and debug hardware-software interfaces."
J0716,Robotics Software Engineer,Uber,"San Francisco, CA","C++,Python,ROS,Computer Vision,SLAM,Linux,Control Systems",4,Master,153332,265016,"Develop firmware and embedded software for hardware products, optimize for power and performance, and debug hardware-software interfaces."
J0718,Robotics Software Engineer,SpaceX,"Los Angeles, CA","C++,Python,ROS,Computer Vision,SLAM,Linux,Control Systems",4,Master,148531,269810,"Develop firmware and embedded software for hardware products, optimize for power and performance, and debug hardware-software interfaces."
J0154,React Developer,Rivian,"New York, NY","React,JavaScript,TypeScript,HTML,CSS,Redux",3,Bachelor,128541,186776,"Build responsive, accessible user interfaces with modern frameworks, collaborate with design teams, and optimize web performance."
J0104,C++ Systems Developer,Twilio,"San Francisco, CA","C++,STL,Linux,Multithreading,CMake,Performance",4,Bachelor,152248,270599,"Optimize systems for performance and reliability, work on low-level software, and solve complex distributed systems challenges."
J0496,Site Reliability Engineer,Tesla,"Austin, TX","Python,Go,Kubernetes,AWS,Monitoring,Linux,Terraform,Incident Management",5,Bachelor,181762,262850,"Ensure service reliability at scale, manage incident response, build monitoring and alerting systems, and drive reliability culture."
J0633,UX Designer,DocuSign,"San Francisco, CA","Figma,User Research,Prototyping,Design Systems,Wireframing,A11y",2,Bachelor,132618,191109,"Create intuitive user experiences, build design systems, conduct user research, and collaborate closely with engineering teams."
J0067,Node.js Backend Engineer,Databricks,"San Francisco, CA","Node.js,Express,TypeScript,MongoDB,Redis,GraphQL",3,Bachelor,153323,207274,"Design and build scalable backend services, optimize APIs for performance and reliability, and contribute to system architecture decisions."
J0273,React Native Developer,Hugging Face,Remote,"React Native,TypeScript,Redux,REST,Firebase,Mobile",3,Bachelor,140005,195253,"Build responsive, accessible user interfaces with modern frameworks, collaborate with design teams, and optimize web performance."
J0015,Python Backend Developer,Scale AI,"San Francisco, CA","Python,Flask,PostgreSQL,Docker,Git,REST",3,Bachelor,131358,192964,"Design and build scalable backend services, optimize APIs for performance and reliability, and contribute to system architecture decisions."
J0692,Embedded Systems Engineer,JetBrains,Remote,"C,C++,RTOS,ARM,Linux,Hardware,Firmware",4,Bachelor,129534,231736,"Develop firmware and embedded software for hardware products, optimize for power and performance, and debug hardware-software interfaces."
J0672,Smart Contract Developer,Stripe,"Nashville, TN","Solidity,Hardhat,Foundry,EVM,Security,Auditing,TypeScript",4,Bachelor,169210,314097,"Develop and audit smart contracts, build decentralized applications, and contribute to protocol design and security."
J0011,Senior Python Backend Engineer,Broadcom,"San Jose, CA","Python,Django,FastAPI,PostgreSQL,Redis,Docker,AWS,Linux",5,Bachelor,169857,265830,"Design and build scalable backend services, optimize APIs for performance and reliability, and contribute to system architecture decisions."
J0537,Security Engineer,Rivian,"Irvine, CA","Python,Security,Penetration Testing,AWS,Networking,OWASP,Linux",3,Bachelor,163196,239496,"Identify and mitigate security vulnerabilities, conduct security reviews, build security tooling, and respond to security incidents."
J0360,Computer Vision Engineer,Arm,"Denver, CO","Python,PyTorch,OpenCV,CNNs,Object Detection,3D Vision",3,Master,156378,269425,"Push the boundaries of AI research, publish papers, develop novel architectures, and translate research into production systems."
J0543,Security Engineer,VMware,"Palo Alto, CA","Python,Security,Penetration Testing,AWS,Networking,OWASP,Linux",4,Bachelor,152048,240154,"Identify and mitigate security vulnerabilities, conduct security reviews, build security tooling, and respond to security incidents."
J0213,Full Stack Engineer,CrowdStrike,"Boston, MA","React,Node.js,TypeScript,PostgreSQL,AWS,Docker",4,Bachelor,163343,259809,"Work across the stack to deliver features end-to-end, from database design to pixel-perfect UIs, in a fast-paced agile environment."
J0214,Senior Full Stack Developer,Oracle,"Nashville, TN","React,Python,Django,PostgreSQL,Redis,AWS,Docker,Kubernetes",7,Bachelor,179867,281565,"Work across the stack to deliver features end-to-end, from database design to pixel-perfect UIs, in a fast-paced agile environment."
J0147,React Developer,Pinterest,"Chicago, IL","React,JavaScript,TypeScript,HTML,CSS,Redux",3,Bachelor,132005,206348,"Build responsive, accessible user interfaces with modern frameworks, collaborate with design teams, and optimize web performance."
J0395,Data Analyst,CrowdStrike,"Portland, OR","Python,SQL,Excel,Tableau,Statistics,Pandas,Data Visualization",3,Bachelor,102069,158563,"Analyze large datasets to derive actionable insights, build dashboards and reports, and collaborate with product teams on data-driven decisions."
J0012,Senior Python Backend Engineer,Netflix,"Los Gatos, CA","Python,Django,FastAPI,PostgreSQL,Redis,Docker,AWS,Linux",5,Bachelor,166641,251865,"Design and build scalable backend services, optimize APIs for performance and reliability, and contribute to system architecture decisions."
J0063,Senior Go Developer,Spotify,"New York, NY","Go,gRPC,Kafka,PostgreSQL,Kubernetes,Terraform,AWS",5,Bachelor,167757,283331,"Design and build scalable backend services, optimize APIs for performance and reliability, and contribute to system architecture decisions."
J0353,Computer Vision Engineer,Snowflake,"Bozeman, MT","Python,PyTorch,OpenCV,CNNs,Object Detection,3D Vision",5,Master,160674,275062,"Push the boundaries of AI research, publish papers, develop novel architectures, and translate research into production systems."
J0313,Senior Data Scientist,Twilio,"San Francisco, CA","Python,Pandas,TensorFlow,PyTorch,SQL,Statistics,MLOps,Experiment Design",6,Master,168976,291585,"Analyze large datasets to derive actionable insights, build dashboards and reports, and collaborate with product teams on data-driven decisions."
J0269,Senior Android Developer,AMD,"Chicago, IL","Kotlin,Jetpack Compose,Dagger,Retrofit,Testing,CI/CD",6,Bachelor,156431,263463,"Develop and maintain high-quality mobile applications, implement new features, and ensure smooth app performance across devices."
J0335,Senior ML Engineer,Waymo,"Seattle, WA","Python,PyTorch,Distributed Training,MLOps,Kubernetes,AWS,C++",6,Master,201562,349982,"Design and implement machine learning models, build training pipelines, deploy models to production, and improve model performance iteratively."
J0443,ML Platform Engineer,OpenAI,"San Francisco, CA","Python,Kubernetes,Docker,MLflow,Airflow,AWS,Terraform",5,Master,190302,295270,"Design and implement machine learning models, build training pipelines, deploy models to production, and improve model performance iteratively."
J0054,Go Backend Engineer,VMware,"Palo Alto, CA","Go,gRPC,PostgreSQL,Redis,Kubernetes,Docker",3,Bachelor,166774,243173,"Design and build scalable backend services, optimize APIs for performance and reliability, and contribute to system architecture decisions."
J0217,Senior Full Stack Developer,Adobe,"San Jose, CA","React,Python,Django,PostgreSQL,Redis,AWS,Docker,Kubernetes",6,Bachelor,175240,286794,"Work across the stack to deliver features end-to-end, from database design to pixel-perfect UIs, in a fast-paced agile environment."
J0296,Data Scientist,Okta,"San Francisco, CA","Python,Pandas,Scikit-learn,SQL,Statistics,Matplotlib,Jupyter",3,Master,149741,241946,"Analyze large datasets to derive actionable insights, build dashboards and reports, and collaborate with product teams on data-driven decisions."
J0173,Angular Frontend Developer,Twilio,"San Francisco, CA","Angular,TypeScript,RxJS,HTML,CSS,NgRx",3,Bachelor,134470,182961,"Build responsive, accessible user interfaces with modern frameworks, collaborate with design teams, and optimize web performance."
J0596,SDET,Rivian,"Irvine, CA","Java,Selenium,TestNG,REST,CI/CD,Docker,API Testing",3,Bachelor,145258,218595,"Design and implement test automation frameworks, write comprehensive test suites, and ensure product quality through rigorous testing."
J0030,Java Backend Engineer,Spotify,"Philadelphia, PA","Java,Spring,SpringBoot,MySQL,Kafka,Redis,Microservices",4,Bachelor,151940,247671,"Design and build scalable backend services, optimize APIs for performance and reliability, and contribute to system architecture decisions."
J0275,React Native Developer,Zoom,"San Francisco, CA","React Native,TypeScript,Redux,REST,Firebase,Mobile",2,Bachelor,143987,201455,"Build responsive, accessible user interfaces with modern frameworks, collaborate with design teams, and optimize web performance."
J0500,Cloud Architect,Arm,"San Jose, CA","AWS,Azure,GCP,Terraform,Kubernetes,Networking,Security,Architecture",7,Bachelor,197984,333379,"Build and maintain CI/CD pipelines, manage cloud infrastructure, ensure system reliability, and automate operational tasks."
J0256,Android Engineer,Figma,"San Francisco, CA","Kotlin,Jetpack Compose,Android SDK,Room,Coroutines,MVVM",4,Bachelor,146924,237217,"Develop and maintain high-quality mobile applications, implement new features, and ensure smooth app performance across devices."
J0568,QA Automation Engineer,Palantir,"Denver, CO","Python,Selenium,Pytest,CI/CD,API Testing,SQL,Git",3,Bachelor,95391,162020,"Design and implement test automation frameworks, write comprehensive test suites, and ensure product quality through rigorous testing."
J0240,iOS Engineer,AMD,"Dallas, TX","Swift,UIKit,SwiftUI,CoreData,XCode,Combine,MVVM",4,Bachelor,149486,233774,"Develop and maintain high-quality mobile applications, implement new features, and ensure smooth app performance across devices."
J0594,SDET,Block,"Dallas, TX","Java,Selenium,TestNG,REST,CI/CD,Docker,API Testing",4,Bachelor,144051,222560,"Design and implement test automation frameworks, write comprehensive test suites, and ensure product quality through rigorous testing."
J0031,Java Backend Engineer,DocuSign,"Dallas, TX","Java,Spring,SpringBoot,MySQL,Kafka,Redis,Microservices",5,Bachelor,159355,259478,"Design and build scalable backend services, optimize APIs for performance and reliability, and contribute to system architecture decisions."
J0254,Android Engineer,Atlassian,"San Francisco, CA","Kotlin,Jetpack Compose,Android SDK,Room,Coroutines,MVVM",4,Bachelor,151533,246172,"Develop and maintain high-quality mobile applications, implement new features, and ensure smooth app performance across devices."
J0287,Flutter Developer,Dell,"Round Rock, TX","Flutter,Dart,Firebase,REST,Mobile,Git",3,Bachelor,112213,196298,"Develop and maintain high-quality mobile applications, implement new features, and ensure smooth app performance across devices."
J0662,Blockchain Engineer,Atlassian,"Atlanta, GA","Solidity,Ethereum,Web3.js,Smart Contracts,DeFi,Node.js",3,Bachelor,163658,294256,"Push the boundaries of AI research, publish papers, develop novel architectures, and translate research into production systems."
J0497,Site Reliability Engineer,Robinhood,"Menlo Park, CA","Python,Go,Kubernetes,AWS,Monitoring,Linux,Terraform,Incident Management",6,Bachelor,161877,286565,"Ensure service reliability at scale, manage incident response, build monitoring and alerting systems, and drive reliability culture."
J0545,Senior Security Engineer,Netflix,"Los Gatos, CA","Security,AWS,Kubernetes,IAM,SIEM,Threat Modeling,Compliance,Python",7,Bachelor,193098,286158,"Identify and mitigate security vulnerabilities, conduct security reviews, build security tooling, and respond to security incidents."
J0048,Go Backend Engineer,GitHub,"Phoenix, AZ","Go,gRPC,PostgreSQL,Redis,Kubernetes,Docker",3,Bachelor,148544,231693,"Design and build scalable backend services, optimize APIs for performance and reliability, and contribute to system architecture decisions."
J0327,Machine Learning Engineer,Cloudflare,"San Francisco, CA","Python,PyTorch,TensorFlow,MLOps,Docker,AWS,Kubernetes,SQL",4,Master,164899,280825,"Design and implement machine learning models, build training pipelines, deploy models to production, and improve model performance iteratively."
J0717,Robotics Software Engineer,Rivian,"Irvine, CA","C++,Python,ROS,Computer Vision,SLAM,Linux,Control Systems",4,Master,172924,257874,"Develop firmware and embedded software for hardware products, optimize for power and performance, and debug hardware-software interfaces."
J0652,Product Designer,DocuSign,"Philadelphia, PA","Figma,UI,UX,Prototyping,Design Systems,User Research",4,Bachelor,146644,220472,"Create intuitive user experiences, build design systems, conduct user research, and collaborate closely with engineering teams."
J0589,SDET,Notion,"San Francisco, CA","Java,Selenium,TestNG,REST,CI/CD,Docker,API Testing",4,Bachelor,147737,217245,"Design and implement test automation frameworks, write comprehensive test suites, and ensure product quality through rigorous testing."
J0700,FPGA Engineer,DocuSign,"San Francisco, CA","VHDL,Verilog,FPGA,Xilinx,Signal Processing,C++",5,Master,163453,252214,"Develop firmware and embedded software for hardware products, optimize for power and performance, and debug hardware-software interfaces."
J0509,Cloud Architect,Okta,"San Francisco, CA","AWS,Azure,GCP,Terraform,Kubernetes,Networking,Security,Architecture",7,Bachelor,178262,325518,"Build and maintain CI/CD pipelines, manage cloud infrastructure, ensure system reliability, and automate operational tasks."
J0404,Senior Data Analyst,Snowflake,"Bozeman, MT","Python,SQL,Tableau,Power BI,Statistics,ETL,Storytelling",5,Bachelor,135512,207241,"Analyze large datasets to derive actionable insights, build dashboards and reports, and collaborate with product teams on data-driven decisions."
J0043,Senior Java Engineer,Intel,"Santa Clara, CA","Java,Spring,Hibernate,Kafka,AWS,Docker,Kubernetes",5,Bachelor,178141,294571,"Design and build scalable backend services, optimize APIs for performance and reliability, and contribute to system architecture decisions."
J0432,Senior Data Engineer,SpaceX,"Hawthorne, CA","Python,Spark,Airflow,Kafka,AWS,Terraform,dbt,Data Modeling",7,Bachelor,178304,290040,"Build and maintain CI/CD pipelines, manage cloud infrastructure, ensure system reliability, and automate operational tasks."
J0375,AI Research Scientist,Confluent,"New York, NY","Python,PyTorch,Math,Statistics,Research,NLP,Reinforcement Learning",5,PhD,197568,372717,"Push the boundaries of AI research, publish papers, develop novel architectures, and translate research into production systems."
J0572,QA Automation Engineer,HashiCorp,"San Francisco, CA","Python,Selenium,Pytest,CI/CD,API Testing,SQL,Git",2,Bachelor,96399,175105,"Design and implement test automation frameworks, write comprehensive test suites, and ensure product quality through rigorous testing."
J0259,Android Engineer,Mistral AI,Remote,"Kotlin,Jetpack Compose,Android SDK,Room,Coroutines,MVVM",4,Bachelor,138096,243283,"Develop and maintain high-quality mobile applications, implement new features, and ensure smooth app performance across devices."
J0002,Senior Python Backend Engineer,Amazon,"Seattle, WA","Python,Django,FastAPI,PostgreSQL,Redis,Docker,AWS,Linux",6,Bachelor,176295,267981,"Design and build scalable backend services, optimize APIs for performance and reliability, and contribute to system architecture decisions."
J0465,DevOps Engineer,Rivian,"Austin, TX","AWS,Terraform,Docker,Kubernetes,CI/CD,Linux,Python,Ansible",4,Bachelor,159663,235865,"Build and maintain CI/CD pipelines, manage cloud infrastructure, ensure system reliability, and automate operational tasks."
J0228,Full Stack Engineer (MERN),Red Hat,"Raleigh, NC","MongoDB,Express,React,Node.js,TypeScript,AWS",2,Bachelor,124648,219280,"Work across the stack to deliver features end-to-end, from database design to pixel-perfect UIs, in a fast-paced agile environment."
J0124,PHP Full Stack Developer,Elastic,Remote,"PHP,Laravel,MySQL,JavaScript,Vue,Docker",3,Bachelor,98953,178635,"Work across the stack to deliver features end-to-end, from database design to pixel-perfect UIs, in a fast-paced agile environment."
J0458,Recommendation Systems Engineer,Shopify,"Chicago, IL","Python,PyTorch,Collaborative Filtering,A/B Testing,SQL,Spark",4,Master,165457,269550,"Design and implement machine learning models, build training pipelines, deploy models to production, and improve model performance iteratively."
J0125,PHP Full Stack Developer,SpaceX,"Hawthorne, CA","PHP,Laravel,MySQL,JavaScript,Vue,Docker",3,Bachelor,119342,172559,"Work across the stack to deliver features end-to-end, from database design to pixel-perfect UIs, in a fast-paced agile environment."
J0089,Rust Systems Engineer,Red Hat,"Raleigh, NC","Rust,C++,Linux,Networking,Concurrency,Systems",4,Bachelor,169413,262538,"Optimize systems for performance and reliability, work on low-level software, and solve complex distributed systems challenges."
J0673,Smart Contract Developer,Uber,"San Francisco, CA","Solidity,Hardhat,Foundry,EVM,Security,Auditing,TypeScript",4,Bachelor,184536,301062,"Develop and audit smart contracts, build decentralized applications, and contribute to protocol design and security."
J0210,Full Stack Engineer,Supabase,Remote,"React,Node.js,TypeScript,PostgreSQL,AWS,Docker",4,Bachelor,154811,246509,"Work across the stack to deliver features end-to-end, from database design to pixel-perfect UIs, in a fast-paced agile environment."
J0091,Rust Systems Engineer,Qualcomm,"San Diego, CA","Rust,C++,Linux,Networking,Concurrency,Systems",4,Bachelor,159942,267577,"Optimize systems for performance and reliability, work on low-level software, and solve complex distributed systems challenges."
J0320,Machine Learning Engineer,Airbnb,"San Francisco, CA","Python,PyTorch,TensorFlow,MLOps,Docker,AWS,Kubernetes,SQL",5,Master,175480,274922,"Design and implement machine learning models, build training pipelines, deploy models to production, and improve model performance iteratively."
J0308,Data Scientist,Red Hat,"Raleigh, NC","Python,Pandas,Scikit-learn,SQL,Statistics,Matplotlib,Jupyter",3,Master,133717,215849,"Analyze large datasets to derive actionable insights, build dashboards and reports, and collaborate with product teams on data-driven decisions."
J0412,Data Engineer,Scale AI,"San Francisco, CA","Python,SQL,Spark,Airflow,AWS,Kafka,ETL,Data Modeling",4,Bachelor,169785,235502,"Build and maintain CI/CD pipelines, manage cloud infrastructure, ensure system reliability, and automate operational tasks."
J0390,Data Analyst,Cohere,"Denver, CO","Python,SQL,Excel,Tableau,Statistics,Pandas,Data Visualization",2,Bachelor,92270,164207,"Analyze large datasets to derive actionable insights, build dashboards and reports, and collaborate with product teams on data-driven decisions."
J0328,Machine Learning Engineer,Anthropic,"Dallas, TX","Python,PyTorch,TensorFlow,MLOps,Docker,AWS,Kubernetes,SQL",3,Master,169861,267391,"Design and implement machine learning models, build training pipelines, deploy models to production, and improve model performance iteratively."
J0310,Senior Data Scientist,Waymo,"Mountain View, CA","Python,Pandas,TensorFlow,PyTorch,SQL,Statistics,MLOps,Experiment Design",5,Master,188375,299585,"Analyze large datasets to derive actionable insights, build dashboards and reports, and collaborate with product teams on data-driven decisions."
J0194,UI Engineer,Lyft,"Raleigh, NC","JavaScript,React,CSS,HTML,Figma,Animation,Responsive",3,Bachelor,144991,209991,"Build responsive, accessible user interfaces with modern frameworks, collaborate with design teams, and optimize web performance."
J0193,UI Engineer,OpenAI,"San Francisco, CA","JavaScript,React,CSS,HTML,Figma,Animation,Responsive",2,Bachelor,122661,205449,"Build responsive, accessible user interfaces with modern frameworks, collaborate with design teams, and optimize web performance."
J0712,Robotics Software Engineer,Notion,"San Francisco, CA","C++,Python,ROS,Computer Vision,SLAM,Linux,Control Systems",5,Master,170146,265308,"Develop firmware and embedded software for hardware products, optimize for power and performance, and debug hardware-software interfaces."
J0694,Embedded Systems Engineer,Figma,"San Francisco, CA","C,C++,RTOS,ARM,Linux,Hardware,Firmware",4,Bachelor,149021,213045,"Develop firmware and embedded software for hardware products, optimize for power and performance, and debug hardware-software interfaces."
J0141,Senior React Frontend Engineer,Lyft,"San Francisco, CA","React,TypeScript,Redux,Next.js,CSS,Webpack,Testing",5,Bachelor,172524,247648,"Build responsive, accessible user interfaces with modern frameworks, collaborate with design teams, and optimize web performance."
J0267,Senior Android Developer,Scale AI,"San Francisco, CA","Kotlin,Jetpack Compose,Dagger,Retrofit,Testing,CI/CD",6,Bachelor,167344,255054,"Develop and maintain high-quality mobile applications, implement new features, and ensure smooth app performance across devices."
J0580,Senior QA Engineer,HashiCorp,"San Francisco, CA","Python,Selenium,Cypress,Playwright,CI/CD,Performance Testing,API Testing",5,Bachelor,130892,205854,"Design and implement test automation frameworks, write comprehensive test suites, and ensure product quality through rigorous testing."
J0166,Vue.js Frontend Engineer,Lyft,"San Francisco, CA","Vue,Vuex,JavaScript,TypeScript,HTML,CSS,Webpack",3,Bachelor,117653,208049,"Build responsive, accessible user interfaces with modern frameworks, collaborate with design teams, and optimize web performance."
J0502,Cloud Architect,Anthropic,"Dallas, TX","AWS,Azure,GCP,Terraform,Kubernetes,Networking,Security,Architecture",7,Bachelor,179658,323921,"Build and maintain CI/CD pipelines, manage cloud infrastructure, ensure system reliability, and automate operational tasks."
J0475,DevOps Engineer,Mistral AI,Remote,"AWS,Terraform,Docker,Kubernetes,CI/CD,Linux,Python,Ansible",4,Bachelor,153345,238971,"Build and maintain CI/CD pipelines, manage cloud infrastructure, ensure system reliability, and automate operational tasks."
J0233,iOS Engineer,Oracle,"Portland, OR","Swift,UIKit,SwiftUI,CoreData,XCode,Combine,MVVM",4,Bachelor,157266,251860,"Develop and maintain high-quality mobile applications, implement new features, and ensure smooth app performance across devices."
J0241,Senior iOS Developer,Vercel,Remote,"Swift,SwiftUI,Combine,CoreML,ARKit,CI/CD,Testing",6,Bachelor,172968,288525,"Develop and maintain high-quality mobile applications, implement new features, and ensure smooth app performance across devices."
J0494,Site Reliability Engineer,Notion,"San Francisco, CA","Python,Go,Kubernetes,AWS,Monitoring,Linux,Terraform,Incident Management",5,Bachelor,179116,287199,"Ensure service reliability at scale, manage incident response, build monitoring and alerting systems, and drive reliability culture."
J0350,NLP Engineer,Hugging Face,"Nashville, TN","Python,PyTorch,Transformers,HuggingFace,NLP,LLM,Fine-tuning",4,Master,164842,301924,"Build and fine-tune large language models, develop RAG systems, optimize inference, and integrate LLM capabilities into products."
J0266,Senior Android Developer,Arm,"San Jose, CA","Kotlin,Jetpack Compose,Dagger,Retrofit,Testing,CI/CD",7,Bachelor,176690,261035,"Develop and maintain high-quality mobile applications, implement new features, and ensure smooth app performance across devices."
J0106,C++ Systems Developer,Vercel,Remote,"C++,STL,Linux,Multithreading,CMake,Performance",4,Bachelor,154136,260517,"Optimize systems for performance and reliability, work on low-level software, and solve complex distributed systems challenges."
J0691,Embedded Systems Engineer,Sony,"San Mateo, CA","C,C++,RTOS,ARM,Linux,Hardware,Firmware",3,Bachelor,149844,239173,"Develop firmware and embedded software for hardware products, optimize for power and performance, and debug hardware-software interfaces."
J0120,PHP Full Stack Developer,Meta,"Menlo Park, CA","PHP,Laravel,MySQL,JavaScript,Vue,Docker",3,Bachelor,104641,162261,"Work across the stack to deliver features end-to-end, from database design to pixel-perfect UIs, in a fast-paced agile environment."
J0190,Senior Frontend Architect,Plaid,"Miami, FL","React,TypeScript,GraphQL,Next.js,Performance,A11y,Design Systems",7,Bachelor,202212,290391,"Build responsive, accessible user interfaces with modern frameworks, collaborate with design teams, and optimize web performance."
J0667,Blockchain Engineer,Red Hat,"Raleigh, NC","Solidity,Ethereum,Web3.js,Smart Contracts,DeFi,Node.js",3,Bachelor,159211,285758,"Push the boundaries of AI research, publish papers, develop novel architectures, and translate research into production systems."
J0479,Senior DevOps Engineer,Amazon,Remote,"AWS,Terraform,Kubernetes,Helm,ArgoCD,Monitoring,Python,Linux",6,Bachelor,177292,285942,"Build and maintain CI/CD pipelines, manage cloud infrastructure, ensure system reliability, and automate operational tasks."
J0660,Product Designer,Samsung,"Atlanta, GA","Figma,UI,UX,Prototyping,Design Systems,User Research",4,Bachelor,133538,229187,"Create intuitive user experiences, build design systems, conduct user research, and collaborate closely with engineering teams."
J0341,Senior ML Engineer,Block,"San Francisco, CA","Python,PyTorch,Distributed Training,MLOps,Kubernetes,AWS,C++",5,Master,203128,344456,"Design and implement machine learning models, build training pipelines, deploy models to production, and improve model performance iteratively."
J0451,Recommendation Systems Engineer,Oracle,"Austin, TX","Python,PyTorch,Collaborative Filtering,A/B Testing,SQL,Spark",4,Master,164042,273798,"Design and implement machine learning models, build training pipelines, deploy models to production, and improve model performance iteratively."
J0021,Python Backend Developer,Microsoft,"Dallas, TX","Python,Flask,PostgreSQL,Docker,Git,REST",4,Bachelor,134526,195337,"Design and build scalable backend services, optimize APIs for performance and reliability, and contribute to system architecture decisions."
J0343,NLP Engineer,Ripple,"San Francisco, CA","Python,PyTorch,Transformers,HuggingFace,NLP,LLM,Fine-tuning",4,Master,183382,285913,"Build and fine-tune large language models, develop RAG systems, optimize inference, and integrate LLM capabilities into products."
J0248,Senior iOS Developer,HashiCorp,"Washington, DC","Swift,SwiftUI,Combine,CoreML,ARKit,CI/CD,Testing",7,Bachelor,182319,288902,"Develop and maintain high-quality mobile applications, implement new features, and ensure smooth app performance across devices."
J0626,UX Designer,Notion,"San Francisco, CA","Figma,User Research,Prototyping,Design Systems,Wireframing,A11y",4,Bachelor,130747,184374,"Create intuitive user experiences, build design systems, conduct user research, and collaborate closely with engineering teams."
J0505,Cloud Architect,Pinterest,"Seattle, WA","AWS,Azure,GCP,Terraform,Kubernetes,Networking,Security,Architecture",7,Bachelor,195802,326762,"Build and maintain CI/CD pipelines, manage cloud infrastructure, ensure system reliability, and automate operational tasks."
